Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1775,170.48930912,134.18351718
2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,389,37.363572534,28.690507237
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,326,31.312402689,23.374227111
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,277,26.605937254,19.986031097
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,251,24.108629064,18.593854366
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,238,22.859974969,16.758366858
2017,Alzheimer's Disease (G30),Female,Non-Hispanic Black,159,15.272000085,10.423533628
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,118,11.33393717,9.911482893
2017,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,77,7.3958742548,6.5007516004
2017,All Other Causes,Female,Non-Hispanic Black,1438,138.12035297,112.66781706
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4279,303.91272541,147.83084697
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,2983,211.86530963,138.55185944
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,502,35.654168768,19.596310659
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,418,29.68813256,14.837120185
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.693793192,14.227207393
2017,Alzheimer's Disease (G30),Female,Non-Hispanic White,378,26.847162937,11.633053839
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,231,16.406599572,7.8707919903
2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,192,13.63665419,8.1484190996
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,164,11.647975454,6.8033854571
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,119,8.4518846282,8.1706566652
2017,All Other Causes,Female,Non-Hispanic White,2349,166.83594111,96.334887081
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,142,,
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,80,,
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,15,,
2017,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,12,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,11,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,11,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,10,,
2017,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,9,,
2017,Alzheimer's Disease (G30),Female,Not Stated/Unknown,6,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Not Stated/Unknown,5,,
2017,All Other Causes,Female,Not Stated/Unknown,99,,
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,16,,
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,13,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,3,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Other Race/ Ethnicity,2,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,2,,
2017,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,2,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,1,,
2017,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,1,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,1,,
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,1,,
2017,Anemias (D50-D64),Female,Other Race/ Ethnicity,1,,
2017,Septicemia (A40-A41),Female,Other Race/ Ethnicity,1,,
2017,"Pregnancy, Childbirth and the Puerperium (O00-O09)",Female,Other Race/ Ethnicity,1,,
2017,All Other Causes,Female,Other Race/ Ethnicity,9,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,770,126.36581755,126.10260516
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,684,112.25223274,120.82588683
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,97,15.918810783,17.033124467
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,93,15.262364977,17.193562215
2017,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,93,15.262364977,15.527918284
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,77,12.636581755,13.002395923
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,76,12.472470304,14.023882479
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,46,7.549126763,8.1514004945
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,38,6.236235152,5.8972746442
2017,Alzheimer's Disease (G30),Male,Asian and Pacific Islander,29,4.7592320897,5.7275888145
2017,All Other Causes,Male,Asian and Pacific Islander,493,80.906945525,86.277916476
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1427,116.89975621,163.50810748
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1192,97.648570006,130.09643305
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,394,32.276456864,32.199106045
2017,Diabetes Mellitus (E10-E14),Male,Hispanic,235,19.251186201,25.718023722
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,191,15.646708784,20.758171269
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,190,15.564788843,17.560649696
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,183,14.991349254,21.367626078
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,158,12.943350722,14.491003934
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,140,11.468791779,16.086169524
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,124,10.158072719,14.738590734
2017,All Other Causes,Male,Hispanic,1275,104.44792513,134.38085038
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2143,248.93913363,265.06274571
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1508,175.17508797,181.0742183
2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,347,40.308856448,41.424557378
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,309,35.894630094,33.149966918
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,242,28.111652047,29.72449098
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,229,26.601521979,29.474992985
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,186,21.606476367,23.511314963
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,165,19.167035487,20.1329842
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,138,16.030611498,16.207416866
2017,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,133,15.449792241,15.648367705
2017,All Other Causes,Male,Non-Hispanic Black,1413,164.13952208,170.9339179
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4082,303.90452544,227.62906454
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3017,224.61537316,176.0842435
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,451,33.576908616,30.976421796
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,409,30.45001247,22.399979883
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,374,27.844265682,20.874866573
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,290,21.59047339,18.051475604
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,266,19.803675592,14.881484855
2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,238,17.719078161,13.951701679
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Non-Hispanic White,194,14.443282199,12.952286365
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,172,12.805384217,9.4661427283
2017,All Other Causes,Male,Non-Hispanic White,2167,161.33295116,127.55328757
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,193,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,120,,
2017,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,29,,
2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,23,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,20,,
2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,19,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,17,,
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,16,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Not Stated/Unknown,14,,
2017,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,13,,
2017,All Other Causes,Male,Not Stated/Unknown,137,,
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,21,,
2017,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,15,,
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,5,,
2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,4,,
2017,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,3,,
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,3,,
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Other Race/ Ethnicity,2,,
2017,Aortic Aneurysm and Dissection (I71),Male,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,2,,
2017,Septicemia (A40-A41),Male,Other Race/ Ethnicity,2,,
2017,All Other Causes,Male,Other Race/ Ethnicity,16,,
